Tweet,Info
Neutro,1
Negativo,2
Neutro,3
Neutro,4
Neutro,5
Positivo,6
Negativo,7
Negativo,8
Negativo,9
Neutro,10
Neutro,11
Neutro,12
Negativo,13
Negativo,14
Negativo,15
Neutro,16
Negativo,17
Neutro,18
Neutro,19
Negativo,20
Negativo,21
Neutro,22
Positivo,23
Neutro,24
Neutro,25
Negativo,26
Neutro,27
Neutro,28
Negativo,29
Neutro,30
Negativo,31
Neutro,32
Neutro,33
Neutro,34
Neutro,35
Negativo,36
Negativo,37
Neutro,38
Neutro,39
Neutro,40
Neutro,41
Negativo,42
Negativo,43
Negativo,44
Neutro,45
Neutro,46
Neutro,47
Neutro,48
Neutro,49
Neutro,50
Negativo,51
Negativo,52
Neutro,53
Neutro,54
Neutro,55
Neutro,56
Negativo,57
Neutro,58
Neutro,59
Negativo,60
Neutro,61
Neutro,62
Neutro,63
Neutro,64
Negativo,65
Negativo,66
Neutro,67
Negativo,68
Neutro,69
Neutro,70
Neutro,71
Neutro,72
Neutro,73
Negativo,74
Neutro,75
Neutro,76
Neutro,77
Negativo,78
Neutro,79
Negativo,80
Negativo,81
Neutro,82
Neutro,83
Neutro,84
Neutro,85
Negativo,86
Neutro,87
Neutro,88
Neutro,89
Neutro,90
Neutro,91
Neutro,92
Neutro,93
Neutro,94
Neutro,95
Negativo,96
Negativo,97
Negativo,98
Negativo,99
Neutro,100
Neutro,101
Neutro,102
Negativo,103
Neutro,104
Neutro,105
Neutro,106
Neutro,107
Negativo,108
Negativo,109
Negativo,110
Negativo,111
Neutro,112
Neutro,113
Negativo,114
Neutro,115
Neutro,116
Negativo,117
Neutro,118
Neutro,119
Negativo,120
Neutro,121
Neutro,122
Neutro,123
Neutro,124
Negativo,125
Neutro,126
Neutro,127
Positivo,128
Neutro,129
Neutro,130
Negativo,131
Neutro,132
Neutro,133
Neutro,134
Neutro,135
Neutro,136
Neutro,137
Neutro,138
Neutro,139
Neutro,140
Neutro,141
Neutro,142
Negativo,143
Neutro,144
Neutro,145
Negativo,146
Neutro,147
Neutro,148
Neutro,149
Negativo,150
Neutro,151
Negativo,152
Negativo,153
Neutro,154
Neutro,155
Neutro,156
Neutro,157
Neutro,158
Negativo,159
Neutro,160
Neutro,161
Neutro,162
Neutro,163
Negativo,164
Neutro,165
Neutro,166
Negativo,167
Negativo,168
Neutro,169
Neutro,170
Neutro,171
Neutro,172
Neutro,173
Negativo,174
Positivo,175
Neutro,176
Negativo,177
Neutro,178
Neutro,179
Negativo,180
Neutro,181
Neutro,182
Neutro,183
Negativo,184
Negativo,185
Negativo,186
Neutro,187
Neutro,188
Neutro,189
Neutro,190
Negativo,191
Neutro,192
Neutro,193
Neutro,194
Negativo,195
Neutro,196
Neutro,197
Neutro,198
Neutro,199
Neutro,200
Neutro,201
Neutro,202
Neutro,203
Neutro,204
Positivo,205
Neutro,206
Neutro,207
Negativo,208
Neutro,209
Neutro,210
Neutro,211
Neutro,212
Positivo,213
Neutro,214
Neutro,215
Neutro,216
Neutro,217
Neutro,218
Neutro,219
Neutro,220
Neutro,221
Neutro,222
Neutro,223
Neutro,224
Neutro,225
Neutro,226
Neutro,227
Neutro,228
Neutro,229
Neutro,230
Neutro,231
Neutro,232
Neutro,233
Neutro,234
Neutro,235
Neutro,236
Neutro,237
Neutro,238
Neutro,239
Neutro,240
Neutro,241
Neutro,242
Neutro,243
Neutro,244
Neutro,245
Positivo,246
Neutro,247
Neutro,248
Neutro,249
Neutro,250
Neutro,251
Neutro,252
Neutro,253
Neutro,254
Neutro,255
Neutro,256
Negativo,257
Neutro,258
Neutro,259
Neutro,260
Neutro,261
Neutro,262
Neutro,263
Neutro,264
Neutro,265
Negativo,266
Neutro,267
Neutro,268
Neutro,269
Neutro,270
Neutro,271
Neutro,272
Positivo,273
Positivo,274
Negativo,275
